"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              HEAT","              FLOW","            FLOW_G","            FLOW_L"
"             A1136","             A1137",  0.16546675610E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17061307300E+004, -0.58625861241E-004, -0.14519551384E-006, -0.58480665727E-004
"             A1137","             A1138",  0.17191618669E+002,  0.00000000000E+000, -0.22500000000E+001, -0.16275247213E+004, -0.57283265152E-004, -0.15208205140E-006, -0.57131183100E-004
"             A1138","             A1139",  0.17851516213E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15481398811E+004, -0.55763794746E-004, -0.15915365947E-006, -0.55604641086E-004
"             A1139","             A1140",  0.18526462278E+002,  0.00000000000E+000, -0.22500000000E+001, -0.14682589235E+004, -0.54069822387E-004, -0.16639594912E-006, -0.53903426438E-004
"             A1140","             A1141",  0.19216357882E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13881801047E+004, -0.52207782555E-004, -0.17378888847E-006, -0.52033993666E-004
"             A1141","             A1142",  0.19921307074E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13082103983E+004, -0.50187990156E-004, -0.18130736696E-006, -0.50006682789E-004
"             A1142","             A1143",  0.20641205821E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12286654538E+004, -0.48024442505E-004, -0.18892130060E-006, -0.47835521205E-004
"             A1143","             A1144",  0.21376153162E+002,  0.00000000000E+000, -0.22500000000E+001, -0.11498628318E+004, -0.45734332866E-004, -0.19659656270E-006, -0.45537736303E-004
"             A1144","             A1145",  0.22121097258E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10721246419E+004, -0.43337715639E-004, -0.20429510697E-006, -0.43133420532E-004
"             A1145","             A1146",  0.22885944016E+002,  0.00000000000E+000, -0.22500000000E+001, -0.99576868164E+003, -0.40856779516E-004, -0.21197632926E-006, -0.40644803187E-004
"             A1146","             A1147",  0.23670891516E+002,  0.00000000000E+000, -0.22500000000E+001, -0.92110535356E+003, -0.38315237339E-004, -0.21959792839E-006, -0.38095639411E-004
"             A1147","             A1148",  0.24465840778E+002,  0.00000000000E+000, -0.22500000000E+001, -0.84843545768E+003, -0.35737747057E-004, -0.22711669449E-006, -0.35510630362E-004
"             A1148","             A1149",  0.25280682862E+002,  0.00000000000E+000, -0.22500000000E+001, -0.77804634694E+003, -0.33149288392E-004, -0.23448945485E-006, -0.32914798937E-004
"             A1149","             A1150",  0.26115630832E+002,  0.00000000000E+000, -0.22500000000E+001, -0.71020531670E+003, -0.30574468281E-004, -0.24167430762E-006, -0.30332793974E-004
"             A1150","             A1151",  0.26960580658E+002,  0.00000000000E+000, -0.22500000000E+001, -0.64515653213E+003, -0.28036979094E-004, -0.24863144050E-006, -0.27788347654E-004
"             A1151","             A1152",  0.27825423417E+002,  0.00000000000E+000, -0.22500000000E+001, -0.58311961470E+003, -0.25559176447E-004, -0.25532372906E-006, -0.25303852717E-004
"             A1152","             A1153",  0.28710372151E+002,  0.00000000000E+000, -0.22500000000E+001, -0.52428332439E+003, -0.23161514156E-004, -0.26171781090E-006, -0.22899796345E-004
"             A1153","             A1154",  0.29615213896E+002,  0.00000000000E+000, -0.22500000000E+001, -0.46880484026E+003, -0.20862248392E-004, -0.26778449575E-006, -0.20594463897E-004
"             A1154","             A1155",  0.30540161757E+002,  0.00000000000E+000, -0.22500000000E+001, -0.41680512536E+003, -0.18677039404E-004, -0.27349954780E-006, -0.18403539856E-004
"             A1155","             A1156",  0.31480059673E+002,  0.00000000000E+000, -0.22500000000E+001, -0.36836852210E+003, -0.16618780645E-004, -0.27884393660E-006, -0.16339936709E-004
"             A1156","             A1157",  0.32439954726E+002,  0.00000000000E+000, -0.22500000000E+001, -0.32354282006E+003, -0.14697508660E-004, -0.28380397019E-006, -0.14413704690E-004
"             A1157","             A1158",  0.33424799960E+002,  0.00000000000E+000, -0.22500000000E+001, -0.28233672413E+003, -0.12920256551E-004, -0.28837165128E-006, -0.12631884900E-004
"             A1158","             A1159",  0.34429746437E+002,  0.00000000000E+000, -0.22500000000E+001, -0.24472149265E+003, -0.11291137309E-004, -0.29254450614E-006, -0.10998592803E-004
"             A1159","             A1160",  0.35449643195E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21063134804E+003, -0.98114237944E-005, -0.29632549515E-006, -0.95150982993E-005
"             A1160","             A1161",  0.36494490248E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17996973435E+003, -0.84799227880E-005, -0.29972221580E-006, -0.81802005722E-005
"             A1161","             A1162",  0.37564381677E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15260611871E+003, -0.72929701546E-005, -0.30274713295E-006, -0.69902230217E-005
"             A1162","             A1163",  0.38654280563E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12838298473E+003, -0.62448889822E-005, -0.30541662814E-006, -0.59394723541E-005
"             A1163","             A1164",  0.39764176889E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10711997557E+003, -0.53283345603E-005, -0.30775036531E-006, -0.50205841949E-005
"             A1164","             A1165",  0.40899018766E+002,  0.00000000000E+000, -0.22500000000E+001, -0.88616941970E+002, -0.45345918110E-005, -0.30977077110E-006, -0.42248210399E-005
"             A1165","             A1166",  0.42058915245E+002,  0.00000000000E+000, -0.22500000000E+001, -0.72661459899E+002, -0.38540547467E-005, -0.31150203424E-006, -0.35425527125E-005
"             A1166","             A1167",  0.43243757365E+002,  0.00000000000E+000, -0.22500000000E+001, -0.59032607722E+002, -0.32765292939E-005, -0.31296952404E-006, -0.29635597699E-005
"             A1167","             A1168",  0.44453654207E+002,  0.00000000000E+000, -0.22500000000E+001, -0.47504224586E+002, -0.27914919258E-005, -0.31419930234E-006, -0.24772926234E-005
"             A1168","             A1169",  0.45688501744E+002,  0.00000000000E+000, -0.22500000000E+001, -0.37850462035E+002, -0.23884231512E-005, -0.31521739696E-006, -0.20732057542E-005
"             A1169","             A1170",  0.46948394090E+002,  0.00000000000E+000, -0.22500000000E+001, -0.29851355963E+002, -0.20571146912E-005, -0.31604911319E-006, -0.17410655780E-005
"             A1170","             A1171",  0.48233237341E+002,  0.00000000000E+000, -0.22500000000E+001, -0.23295074543E+002, -0.17878134350E-005, -0.31671872704E-006, -0.14710947079E-005
"             A1171","             A1172",  0.49548083507E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17981393756E+002, -0.15713963241E-005, -0.31724906737E-006, -0.12541472567E-005
"             A1172","             A1173",  0.50892927639E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13725148674E+002, -0.13995238504E-005, -0.31766113785E-006, -0.10818627125E-005
"             A1173","             A1174",  0.52262826780E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10356792218E+002, -0.12646617627E-005, -0.31797404442E-006, -0.94668771827E-006
"             A1174","             A1175",  0.53657667058E+002,  0.00000000000E+000, -0.22500000000E+001, -0.77243728818E+001, -0.11601492140E-005, -0.31820480509E-006, -0.84194440894E-006
"             A1175","             A1176",  0.55087458541E+002,  0.00000000000E+000, -0.22500000000E+001, -0.56935892846E+001, -0.10801822868E-005, -0.31836835770E-006, -0.76181392911E-006
"             A1176","             A1177",  0.56547352324E+002,  0.00000000000E+000, -0.22500000000E+001, -0.41478495559E+001, -0.10197934118E-005, -0.31847758469E-006, -0.70131582711E-006
"             A1177","             A1178",  0.58032202353E+002,  0.00000000000E+000, -0.22500000000E+001, -0.29875007929E+001, -0.97479651075E-006, -0.31854341902E-006, -0.65625309173E-006
"             A1178","             A1179",  0.59551988775E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21288809919E+001, -0.94172553884E-006, -0.31857497763E-006, -0.62315056121E-006
"             A1179","             A1180",  0.61106835692E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15028688352E+001, -0.91775539067E-006, -0.31857973777E-006, -0.59917565290E-006
"             A1180","             A1181",  0.62691676139E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10533920877E+001, -0.90062400220E-006, -0.31856372086E-006, -0.58206028134E-006
"             A1181","             A1182",  0.64306525165E+002,  0.00000000000E+000, -0.22500000000E+001, -0.73572424693E+000, -0.88854956561E-006, -0.31853169088E-006, -0.57001787474E-006
"             A1182","             A1183",  0.65956315840E+002,  0.00000000000E+000, -0.22500000000E+001, -0.51484915871E+000, -0.88015374651E-006, -0.31848734862E-006, -0.56166639789E-006
"             A1183","             A1184",  0.67646105299E+002,  0.00000000000E+000, -0.22500000000E+001, -0.36383792880E+000, -0.87438860285E-006, -0.31843351146E-006, -0.55595509139E-006
"             A1184","             A1185",  0.69370950624E+002,  0.00000000000E+000, -0.22500000000E+001, -0.26236398264E+000, -0.87047164199E-006, -0.31837227837E-006, -0.55209936362E-006
"             A1185","             A1186",  0.71125794844E+002,  0.00000000000E+000, -0.22500000000E+001, -0.19538551019E+000, -0.86782969621E-006, -0.31830518229E-006, -0.54952451392E-006
"             A1186","             A1187",  0.72920534054E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15198043692E+000, -0.86605054452E-006, -0.31823331215E-006, -0.54781723236E-006
"             A1187","             A1188",  0.74755381334E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12437809997E+000, -0.86484350909E-006, -0.31815741994E-006, -0.54668608915E-006
"             A1188","             A1189",  0.76625170773E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10716143844E+000, -0.86400762282E-006, -0.31807800931E-006, -0.54592961351E-006
"             A1189","             A1190",  0.78534964472E+002,  0.00000000000E+000, -0.22500000000E+001, -0.96632494169E-001, -0.86340671399E-006, -0.31799539751E-006, -0.54541131648E-006
"             A1190","             A1191",  0.80484752543E+002,  0.00000000000E+000, -0.22500000000E+001, -0.90321243626E-001, -0.86295043691E-006, -0.31790977386E-006, -0.54504066305E-006
"             A1191","             A1192",  0.82479503001E+002,  0.00000000000E+000, -0.22500000000E+001, -0.86613214177E-001, -0.86258007228E-006, -0.31782123531E-006, -0.54475883697E-006
"             A1192","             A1193",  0.84514327073E+002,  0.00000000000E+000, -0.22500000000E+001, -0.84476888637E-001, -0.86225826242E-006, -0.31772981555E-006, -0.54452844687E-006
"             A1193","             A1194",  0.86589091689E+002,  0.00000000000E+000, -0.22500000000E+001, -0.83268118064E-001, -0.86196173482E-006, -0.31763550549E-006, -0.54432622933E-006
"             A1194","             A1195",  0.88708863011E+002,  0.00000000000E+000, -0.22500000000E+001, -0.82594157471E-001, -0.86167628641E-006, -0.31753826785E-006, -0.54413801856E-006
"             A1195","             A1196",  0.90873587493E+002,  0.00000000000E+000, -0.22500000000E+001, -0.82221095958E-001, -0.86139341075E-006, -0.31743804680E-006, -0.54395536395E-006
"             A1196","             A1197",  0.93083418696E+002,  0.00000000000E+000, -0.22500000000E+001, -0.82013114448E-001, -0.86110808838E-006, -0.31733477291E-006, -0.54377331547E-006
"             A1197","             A1198",  0.95343100636E+002,  0.00000000000E+000, -0.22500000000E+001, -0.81893253032E-001, -0.86081738861E-006, -0.31722837066E-006, -0.54358901795E-006
"             A1198","             A1199",  0.97647943652E+002,  0.00000000000E+000, -0.22500000000E+001, -0.81818983829E-001, -0.86051957840E-006, -0.31711875436E-006, -0.54340082404E-006
"             A1199","             A12 0",  0.10000556220E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81767311204E-001, -0.86021361304E-006, -0.31700583660E-006, -0.54320777643E-006
"             A12 0","             A12 1",  0.10338774516E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81712874411E-001, -0.85977230784E-006, -0.31684274467E-006, -0.54292956317E-006
"             A12 1","             A12 2",  0.10818762742E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81647497732E-001, -0.85913271352E-006, -0.31660626226E-006, -0.54252645127E-006
"             A12 2","             A12 3",  0.11501670482E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81557889126E-001, -0.85820034008E-006, -0.31626157189E-006, -0.54193876819E-006
"             A12 3","             A12 4",  0.12483987403E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81427692267E-001, -0.85683170399E-006, -0.31575577102E-006, -0.54107593298E-006
"             A12 4","             A12 5",  0.13889812218E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81235069023E-001, -0.85480512225E-006, -0.31500709433E-006, -0.53979802793E-006
"             A12 5","             A12 6",  0.15894452474E+003,  0.00000000000E+000, -0.22500000000E+001, -0.80946684557E-001, -0.85177032441E-006, -0.31388638490E-006, -0.53788393951E-006
"             A12 6","             A12 7",  0.18762529518E+003,  0.00000000000E+000, -0.22500000000E+001, -0.80508072398E-001, -0.84715519121E-006, -0.31218276818E-006, -0.53497242303E-006
"             A12 7","             A12 8",  0.22855941709E+003,  0.00000000000E+000, -0.22500000000E+001, -0.79826151410E-001, -0.83997970585E-006, -0.30953510968E-006, -0.53044459617E-006
"             A12 8","             A12 9",  0.28706835340E+003,  0.00000000000E+000, -0.22500000000E+001, -0.78730506953E-001, -0.82845068703E-006, -0.30528269445E-006, -0.52316799258E-006
"             A12 9","             A1210",  0.37076528576E+003,  0.00000000000E+000, -0.22500000000E+001, -0.76887465675E-001, -0.80905741829E-006, -0.29813200224E-006, -0.51092541605E-006
"             A1210","             A1211",  0.49037188731E+003,  0.00000000000E+000, -0.22500000000E+001, -0.73619526181E-001, -0.77467011411E-006, -0.28545607190E-006, -0.48921404221E-006
"             A1211","             A1212",  0.66126058656E+003,  0.00000000000E+000, -0.22500000000E+001, -0.67623636576E-001, -0.71157777599E-006, -0.26220312362E-006, -0.44937465236E-006
"             A1212","             A1213",  0.90549706755E+003,  0.00000000000E+000, -0.22500000000E+001, -0.56952393610E-001, -0.59928839346E-006, -0.22082312046E-006, -0.37846527300E-006
"             A1213","             A1214",  0.12545376506E+004,  0.00000000000E+000, -0.22500000000E+001, -0.40290572844E-001, -0.42396247153E-006, -0.15621765256E-006, -0.26774481897E-006
"             A1214","             A1215",  0.17534635338E+004,  0.00000000000E+000, -0.22500000000E+001, -0.20223260604E-001, -0.21280173161E-006, -0.78410366484E-007, -0.13439136512E-006
"             A1215","             A1216",  0.24664941350E+004,  0.00000000000E+000, -0.22500000000E+001, -0.55893618269E-002, -0.58814833286E-007, -0.21671199787E-007, -0.37143633499E-007
"             A1216","             A1217",  0.34856246991E+004,  0.00000000000E+000, -0.22500000000E+001, -0.69911850277E-003, -0.73565285157E-008, -0.27106183696E-008, -0.46459101461E-008
"             A1217","             A1218",  0.49426116857E+004,  0.00000000000E+000, -0.22500000000E+001, -0.36798370385E-004, -0.38719935959E-009, -0.14266912751E-009, -0.24453023208E-009
"             A1218","             A1219",  0.70246706738E+004,  0.00000000000E+000, -0.22500000000E+001, -0.80753726735E-006, -0.85256448203E-011, -0.31413994668E-011, -0.53842453535E-011
"             A1219","             A1220",  0.10000000000E+005,  0.00000000000E+000, -0.22500000000E+001, -0.15776563044E-007, -0.19032286622E-012, -0.70134255286E-013, -0.12018861093E-012
"TIME [sec]  0.31560000E+09"
"             A11 0","             A11 1",  0.30002474023E+000,  0.00000000000E+000, -0.22500000000E+001, -0.29997330938E+004, -0.41344485062E-010, -0.41344490957E-010,  0.58951184076E-017
"             A11 1","             A11 2",  0.60634010403E+000,  0.00000000000E+000, -0.22500000000E+001, -0.29989077790E+004, -0.30824106189E-009, -0.30824136652E-009,  0.30462558243E-015
"             A11 2","             A11 3",  0.91920359460E+000,  0.00000000000E+000, -0.22500000000E+001, -0.29974827152E+004, -0.87087207883E-009, -0.87087286281E-009,  0.78398085433E-015
"             A11 3","             A11 4",  0.12383235403E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29954094185E+004, -0.19178427688E-008, -0.19178449248E-008,  0.21559476208E-014
"             A11 4","             A11 5",  0.15642871972E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29926312470E+004, -0.38518758217E-008, -0.38518828809E-008,  0.70591634410E-014
"             A11 5","             A11 6",  0.18972519769E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29890816618E+004, -0.76923012280E-008, -0.76923339933E-008,  0.32765285287E-013
"             A11 6","             A11 7",  0.22372121415E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29846838609E+004, -0.16766070435E-007, -0.16766408093E-007,  0.33765805503E-012
"             A11 7","             A11 8",  0.25841784869E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29793533794E+004, -0.48888770248E-007, -0.48989453932E-007,  0.10068368422E-009
"             A11 8","             A11 9",  0.29381352604E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29732596018E+004, -0.73290256478E-006, -0.74810474574E-003,  0.74737184317E-003
"             A11 9","             A1110",  0.33000978172E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29760689698E+004, -0.84124310660E-005, -0.11128926826E-002,  0.11044802515E-002
"             A1110","             A1111",  0.36695613513E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29786017775E+004, -0.15803762524E-004, -0.11061070133E-002,  0.10903032508E-002
"             A1111","             A1112",  0.40465205195E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29804351332E+004, -0.22049082493E-004, -0.10956985597E-002,  0.10736494772E-002
"             A1112","             A1113",  0.44314755725E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29819888316E+004, -0.28176171041E-004, -0.10842057842E-002,  0.10560296132E-002
"             A1113","             A1114",  0.48249313096E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29835446705E+004, -0.34928339312E-004, -0.10713081050E-002,  0.10363797657E-002
"             A1114","             A1115",  0.52263933291E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29852955707E+004, -0.42884100836E-004, -0.10558771492E-002,  0.10129930484E-002
"             A1115","             A1116",  0.56363406814E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29873488368E+004, -0.52485711389E-004, -0.76467989978E-003,  0.71219418839E-003
"             A1116","             A1117",  0.60548045781E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29765776736E+004, -0.53422884334E-004, -0.55171884713E-007, -0.53367712449E-004
"             A1117","             A1118",  0.64817538041E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29645106554E+004, -0.54382533590E-004, -0.26501657588E-007, -0.54356031932E-004
"             A1118","             A1119",  0.69182042191E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29510979834E+004, -0.55359623292E-004, -0.25172019937E-007, -0.55334451272E-004
"             A1119","             A1120",  0.73636606238E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29362906963E+004, -0.56347657739E-004, -0.26108623277E-007, -0.56321549115E-004
"             A1120","             A1121",  0.78186078158E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29200421261E+004, -0.57339836895E-004, -0.27747372578E-007, -0.57312089523E-004
"             A1121","             A1122",  0.82830612480E+001,  0.00000000000E+000, -0.22500000000E+001, -0.29023075532E+004, -0.58329161529E-004, -0.29714860749E-007, -0.58299446668E-004
"             A1122","             A1123",  0.87570105197E+001,  0.00000000000E+000, -0.22500000000E+001, -0.28830445121E+004, -0.59308473550E-004, -0.31879134049E-007, -0.59276594416E-004
"             A1123","             A1124",  0.92409558845E+001,  0.00000000000E+000, -0.22500000000E+001, -0.28622117777E+004, -0.60270579717E-004, -0.34184638145E-007, -0.60236395079E-004
"             A1124","             A1125",  0.97354021424E+001,  0.00000000000E+000, -0.22500000000E+001, -0.28397703748E+004, -0.61208254762E-004, -0.36605821760E-007, -0.61171648940E-004
"             A1125","             A1126",  0.10241334327E+002,  0.00000000000E+000, -0.22500000000E+001, -0.28156854814E+004, -0.62114242827E-004, -0.39130989096E-007, -0.62075111838E-004
"             A1126","             A1127",  0.10757298481E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27899215844E+004, -0.62981529249E-004, -0.41756488064E-007, -0.62939772761E-004
"             A1127","             A1128",  0.11282243374E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27624478229E+004, -0.63803207753E-004, -0.44482418408E-007, -0.63758725334E-004
"             A1128","             A1129",  0.11817189521E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27332365885E+004, -0.64572622327E-004, -0.47311248606E-007, -0.64525311079E-004
"             A1129","             A1130",  0.12367089859E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27022588910E+004, -0.65283551421E-004, -0.50247467120E-007, -0.65233303954E-004
"             A1130","             A1131",  0.12927085447E+002,  0.00000000000E+000, -0.22500000000E+001, -0.26694914520E+004, -0.65930075957E-004, -0.53295987492E-007, -0.65876779970E-004
"             A1131","             A1132",  0.13496983297E+002,  0.00000000000E+000, -0.22500000000E+001, -0.26349154587E+004, -0.66506684890E-004, -0.56461950794E-007, -0.66450222939E-004
"             A1132","             A1133",  0.14081934428E+002,  0.00000000000E+000, -0.22500000000E+001, -0.25985122091E+004, -0.67008390888E-004, -0.59751020576E-007, -0.66948639867E-004
"             A1133","             A1134",  0.14676876920E+002,  0.00000000000E+000, -0.22500000000E+001, -0.25602701795E+004, -0.67430636757E-004, -0.63168343779E-007, -0.67367468413E-004
"             A1134","             A1135",  0.15286773774E+002,  0.00000000000E+000, -0.22500000000E+001, -0.25201792567E+004, -0.67769389137E-004, -0.66719110802E-007, -0.67702670026E-004
"             A1135","             A1136",  0.15911724028E+002,  0.00000000000E+000, -0.22500000000E+001, -0.24782361934E+004, -0.68021068321E-004, -0.70407887963E-007, -0.67950660433E-004
"             A1136","             A1137",  0.16546675610E+002,  0.00000000000E+000, -0.22500000000E+001, -0.24344407005E+004, -0.68182559082E-004, -0.74239008317E-007, -0.68108320074E-004
"             A1137","             A1138",  0.17191618669E+002,  0.00000000000E+000, -0.22500000000E+001, -0.23888008203E+004, -0.68251143192E-004, -0.78216031891E-007, -0.68172927160E-004
"             A1138","             A1139",  0.17851516213E+002,  0.00000000000E+000, -0.22500000000E+001, -0.23413307078E+004, -0.68224462196E-004, -0.82341980938E-007, -0.68142120215E-004
"             A1139","             A1140",  0.18526462278E+002,  0.00000000000E+000, -0.22500000000E+001, -0.22920500761E+004, -0.68100450752E-004, -0.86619475096E-007, -0.68013831277E-004
"             A1140","             A1141",  0.19216357882E+002,  0.00000000000E+000, -0.22500000000E+001, -0.22409879851E+004, -0.67877271734E-004, -0.91050416424E-007, -0.67786221318E-004
"             A1141","             A1142",  0.19921307074E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21881808548E+004, -0.67553247827E-004, -0.95636265957E-007, -0.67457611561E-004
"             A1142","             A1143",  0.20641205821E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21336747844E+004, -0.67126806325E-004, -0.10037787585E-006, -0.67026428449E-004
"             A1143","             A1144",  0.21376153162E+002,  0.00000000000E+000, -0.22500000000E+001, -0.20775237256E+004, -0.66596417173E-004, -0.10527574398E-006, -0.66491141429E-004
"             A1144","             A1145",  0.22121097258E+002,  0.00000000000E+000, -0.22500000000E+001, -0.20197942429E+004, -0.65960600663E-004, -0.11032959562E-006, -0.65850271067E-004
"             A1145","             A1146",  0.22885944016E+002,  0.00000000000E+000, -0.22500000000E+001, -0.19605623808E+004, -0.65217892448E-004, -0.11553868882E-006, -0.65102353759E-004
"             A1146","             A1147",  0.23670891516E+002,  0.00000000000E+000, -0.22500000000E+001, -0.18999144946E+004, -0.64366866836E-004, -0.12090172255E-006, -0.64245965113E-004
"             A1147","             A1148",  0.24465840778E+002,  0.00000000000E+000, -0.22500000000E+001, -0.18379490512E+004, -0.63406214102E-004, -0.12641662108E-006, -0.63279797481E-004
"             A1148","             A1149",  0.25280682862E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17747771058E+004, -0.62334834742E-004, -0.13208037456E-006, -0.62202754368E-004
"             A1149","             A1150",  0.26115630832E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17105203342E+004, -0.61151929953E-004, -0.13788910258E-006, -0.61014040850E-004
"             A1150","             A1151",  0.26960580658E+002,  0.00000000000E+000, -0.22500000000E+001, -0.16453114833E+004, -0.59857147975E-004, -0.14383781757E-006, -0.59713310157E-004
"             A1151","             A1152",  0.27825423417E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15792965086E+004, -0.58450797243E-004, -0.14992002380E-006, -0.58300877219E-004
"             A1152","             A1153",  0.28710372151E+002,  0.00000000000E+000, -0.22500000000E+001, -0.15126313698E+004, -0.56933970390E-004, -0.15612778673E-006, -0.56777842603E-004
"             A1153","             A1154",  0.29615213896E+002,  0.00000000000E+000, -0.22500000000E+001, -0.14454837896E+004, -0.55308771022E-004, -0.16245131571E-006, -0.55146319706E-004
"             A1154","             A1155",  0.30540161757E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13780299918E+004, -0.53578425529E-004, -0.16887903950E-006, -0.53409546489E-004
"             A1155","             A1156",  0.31480059673E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13104551619E+004, -0.51747458560E-004, -0.17539733157E-006, -0.51572061229E-004
"             A1156","             A1157",  0.32439954726E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12429541097E+004, -0.49821860313E-004, -0.18199024564E-006, -0.49639870067E-004
"             A1157","             A1158",  0.33424799960E+002,  0.00000000000E+000, -0.22500000000E+001, -0.11757268756E+004, -0.47809076630E-004, -0.18863978541E-006, -0.47620436845E-004
"             A1158","             A1159",  0.34429746437E+002,  0.00000000000E+000, -0.22500000000E+001, -0.11089785023E+004, -0.45718059797E-004, -0.19532581684E-006, -0.45522733980E-004
"             A1159","             A1160",  0.35449643195E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10429155755E+004, -0.43559176890E-004, -0.20202637469E-006, -0.43357150515E-004
"             A1160","             A1161",  0.36494490248E+002,  0.00000000000E+000, -0.22500000000E+001, -0.97775200132E+003, -0.41344361672E-004, -0.20871706547E-006, -0.41135644607E-004
"             A1161","             A1162",  0.37564381677E+002,  0.00000000000E+000, -0.22500000000E+001, -0.91369604209E+003, -0.39086620223E-004, -0.21537248856E-006, -0.38871247734E-004
"             A1162","             A1163",  0.38654280563E+002,  0.00000000000E+000, -0.22500000000E+001, -0.85095373455E+003, -0.36799993161E-004, -0.22196599305E-006, -0.36578027168E-004
"             A1163","             A1164",  0.39764176889E+002,  0.00000000000E+000, -0.22500000000E+001, -0.78972683314E+003, -0.34499315282E-004, -0.22847008618E-006, -0.34270845196E-004
"             A1164","             A1165",  0.40899018766E+002,  0.00000000000E+000, -0.22500000000E+001, -0.73020597701E+003, -0.32199758814E-004, -0.23485738932E-006, -0.31964901425E-004
"             A1165","             A1166",  0.42058915245E+002,  0.00000000000E+000, -0.22500000000E+001, -0.67257749381E+003, -0.29916880672E-004, -0.24110015227E-006, -0.29675780520E-004
"             A1166","             A1167",  0.43243757365E+002,  0.00000000000E+000, -0.22500000000E+001, -0.61701695422E+003, -0.27666136430E-004, -0.24717118693E-006, -0.27418965243E-004
"             A1167","             A1168",  0.44453654207E+002,  0.00000000000E+000, -0.22500000000E+001, -0.56368206719E+003, -0.25462374585E-004, -0.25304495260E-006, -0.25209329633E-004
"             A1168","             A1169",  0.45688501744E+002,  0.00000000000E+000, -0.22500000000E+001, -0.51271210319E+003, -0.23319575036E-004, -0.25869786847E-006, -0.23060877167E-004
"             A1169","             A1170",  0.46948394090E+002,  0.00000000000E+000, -0.22500000000E+001, -0.46423273047E+003, -0.21250849573E-004, -0.26410802147E-006, -0.20986741552E-004
"             A1170","             A1171",  0.48233237341E+002,  0.00000000000E+000, -0.22500000000E+001, -0.41834714388E+003, -0.19267895968E-004, -0.26925637494E-006, -0.18998639593E-004
"             A1171","             A1172",  0.49548083507E+002,  0.00000000000E+000, -0.22500000000E+001, -0.37513381527E+003, -0.17380745152E-004, -0.27412720136E-006, -0.17106617951E-004
"             A1172","             A1173",  0.50892927639E+002,  0.00000000000E+000, -0.22500000000E+001, -0.33465439238E+003, -0.15598000268E-004, -0.27870733979E-006, -0.15319292928E-004
