"              ELEM","                 X","                 Y","                 Z","              ROCK","              PRES","              TEMP","             SAT_G","             SAT_L","         X_WATER_G","           X_AIR_G","         X_WATER_L","           X_AIR_L","             REL_G","             REL_L","           PCAP_GL","             DEN_G","             DEN_L","               POR"
"                  ","               (M)","               (M)","               (M)","                  ","              (PA)","           (DEC-C)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","               (-)","              (PA)","         (KG/M**3)","         (KG/M**3)","               (-)"
"TIME [sec]  0.31560000E+08"
"             A1114",  0.50260000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10515485331E+006,  0.10104496913E+003,  0.31456367174E+000,  0.68543632826E+000,  0.99999999999E+000,  0.52919501434E-011,  0.10000000000E+001,  0.56554791825E-016,  0.95829619133E+000,  0.41703808672E-001, -0.14545075862E+005,  0.61883493283E+000,  0.95736604499E+003,  0.10000000000E+000
"             A1115",  0.54310000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10220411675E+006,  0.10024396586E+003,  0.23321046790E+000,  0.76678953210E+000,  0.99999946883E+000,  0.53117233756E-006,  0.99999999999E+000,  0.55156303714E-011,  0.91876959444E+000,  0.81230405561E-001, -0.11097137571E+005,  0.60257555687E+000,  0.95794612273E+003,  0.10000000000E+000
"             A1116",  0.58460000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004245518E+006,  0.98638930589E+002,  0.17173579035E+000,  0.82826420965E+000,  0.94499737787E+000,  0.55002622125E-001,  0.99999942972E+000,  0.57027748678E-006,  0.86676644996E+000,  0.13323355004E+000, -0.87304995650E+004,  0.60426240227E+000,  0.95910165598E+003,  0.10000000000E+000
"             A1117",  0.62680000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004229308E+006,  0.94990133971E+002,  0.17211898947E+000,  0.82788101053E+000,  0.77412794173E+000,  0.22587205827E+000,  0.99999750012E+000,  0.24998811004E-005,  0.86717908863E+000,  0.13282091137E+000, -0.87449356353E+004,  0.65142315198E+000,  0.96168770914E+003,  0.10000000000E+000
"             A1118",  0.67000000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004221621E+006,  0.91523790472E+002,  0.17250858627E+000,  0.82749141373E+000,  0.64477918550E+000,  0.35522081450E+000,  0.99999585606E+000,  0.41439409847E-005,  0.86759723682E+000,  0.13240276318E+000, -0.87596148320E+004,  0.69315504185E+000,  0.96408805999E+003,  0.10000000000E+000
"             A1119",  0.71410000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004214503E+006,  0.88222272702E+002,  0.17290331939E+000,  0.82709668061E+000,  0.54414381521E+000,  0.45585618479E+000,  0.99999444776E+000,  0.55522400450E-005,  0.86801948483E+000,  0.13198051517E+000, -0.87744897660E+004,  0.73030717659E+000,  0.96632228170E+003,  0.10000000000E+000
"             A1120",  0.75910000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004207364E+006,  0.85070891440E+002,  0.17330390940E+000,  0.82669609060E+000,  0.46414585492E+000,  0.53585414508E+000,  0.99999323568E+000,  0.67643219645E-005,  0.86844655008E+000,  0.13155344992E+000, -0.87895877288E+004,  0.76356669565E+000,  0.96840669428E+003,  0.10000000000E+000
"             A1121",  0.80510000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004200064E+006,  0.82056930354E+002,  0.17371113383E+000,  0.82628886617E+000,  0.39943694712E+000,  0.60056305288E+000,  0.99999218794E+000,  0.78120619086E-005,  0.86887919950E+000,  0.13112080050E+000, -0.88049381799E+004,  0.79349833318E+000,  0.97035529281E+003,  0.10000000000E+000
"             A1122",  0.85200000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004192562E+006,  0.79169396169E+002,  0.17412572387E+000,  0.82587427613E+000,  0.34633986282E+000,  0.65366013718E+000,  0.99999127867E+000,  0.87213348148E-005,  0.86931813911E+000,  0.13068186089E+000, -0.88205688577E+004,  0.82056868409E+000,  0.97218011483E+003,  0.10000000000E+000
"             A1123",  0.89990000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004184853E+006,  0.76399126732E+002,  0.17454829101E+000,  0.82545170899E+000,  0.30225158069E+000,  0.69774841931E+000,  0.99999048680E+000,  0.95131995211E-005,  0.86976393719E+000,  0.13023606281E+000, -0.88365030119E+004,  0.84516243442E+000,  0.97389134840E+003,  0.10000000000E+000
"             A1124",  0.94880000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004176937E+006,  0.73737968119E+002,  0.17497940552E+000,  0.82502059448E+000,  0.26527218944E+000,  0.73472781056E+000,  0.99998979493E+000,  0.10205072930E-004,  0.87021710865E+000,  0.12978289135E+000, -0.88527623612E+004,  0.86760325710E+000,  0.97549798980E+003,  0.10000000000E+000
"             A1125",  0.99880000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004168819E+006,  0.71178792797E+002,  0.17541957038E+000,  0.82458042962E+000,  0.23398615046E+000,  0.76601384954E+000,  0.99998918860E+000,  0.10811402007E-004,  0.87067808821E+000,  0.12932191179E+000, -0.88693661114E+004,  0.88816351852E+000,  0.97700793111E+003,  0.10000000000E+000
"             A1126",  0.10500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004160504E+006,  0.68715469504E+002,  0.17586919906E+000,  0.82413080094E+000,  0.20731953858E+000,  0.79268046142E+000,  0.99998865578E+000,  0.11344216350E-004,  0.87114720831E+000,  0.12885279169E+000, -0.88863301161E+004,  0.90707265297E+000,  0.97842806928E+003,  0.10000000000E+000
"             A1127",  0.11020000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004151995E+006,  0.66342586198E+002,  0.17632864060E+000,  0.82367135940E+000,  0.18444237040E+000,  0.81555762960E+000,  0.99998818638E+000,  0.11813618812E-004,  0.87162472667E+000,  0.12837527333E+000, -0.89036678208E+004,  0.92452581932E+000,  0.97976454383E+003,  0.10000000000E+000
"             A1128",  0.11550000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004143292E+006,  0.64055352675E+002,  0.17679817864E+000,  0.82320182136E+000,  0.16470380555E+000,  0.83529619445E+000,  0.99998777186E+000,  0.12228135273E-004,  0.87211082634E+000,  0.12788917366E+000, -0.89213902257E+004,  0.94068968146E+000,  0.98102285010E+003,  0.10000000000E+000
"             A1129",  0.12090000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004134396E+006,  0.61849570477E+002,  0.17727801964E+000,  0.82272198036E+000,  0.14758727870E+000,  0.85241272130E+000,  0.99998740502E+000,  0.12594984926E-004,  0.87260560477E+000,  0.12739439523E+000, -0.89395054402E+004,  0.95570673830E+000,  0.98220790538E+003,  0.10000000000E+000
"             A1130",  0.12650000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004125302E+006,  0.59721538336E+002,  0.17776829673E+000,  0.82223170327E+000,  0.13267790764E+000,  0.86732209236E+000,  0.99998707969E+000,  0.12920310629E-004,  0.87310907926E+000,  0.12689092074E+000, -0.89580188248E+004,  0.96969935149E+000,  0.98332414320E+003,  0.10000000000E+000
"             A1131",  0.13210000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004116008E+006,  0.57667914771E+002,  0.17826908529E+000,  0.82173091471E+000,  0.11963859243E+000,  0.88036140757E+000,  0.99998679063E+000,  0.13209370656E-004,  0.87362120437E+000,  0.12637879563E+000, -0.89769335796E+004,  0.98277337046E+000,  0.98437561968E+003,  0.10000000000E+000
"             A1132",  0.13790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004106508E+006,  0.55685782891E+002,  0.17878037515E+000,  0.82121962485E+000,  0.10819359582E+000,  0.89180640418E+000,  0.99998653333E+000,  0.13466667229E-004,  0.87414184486E+000,  0.12585815514E+000, -0.89962496908E+004,  0.99501993870E+000,  0.98536600784E+003,  0.10000000000E+000
"             A1133",  0.14380000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004096795E+006,  0.53772509419E+002,  0.17930209307E+000,  0.82069790693E+000,  0.98115002458E-001,  0.90188499754E+000,  0.99998630392E+000,  0.13696080203E-004,  0.87467080039E+000,  0.12532919961E+000, -0.90159647770E+004,  0.10065182488E+001,  0.98629869438E+003,  0.10000000000E+000
"             A1134",  0.14980000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004086863E+006,  0.51925758386E+002,  0.17983408803E+000,  0.82016591197E+000,  0.89213282823E-001,  0.91078671718E+000,  0.99998609904E+000,  0.13900957694E-004,  0.87520779215E+000,  0.12479220785E+000, -0.90360735308E+004,  0.10173369814E+001,  0.98717679223E+003,  0.10000000000E+000
"             A1135",  0.15600000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004076704E+006,  0.50143438327E+002,  0.18037613561E+000,  0.81962386439E+000,  0.81329681404E-001,  0.91867031860E+000,  0.99998591580E+000,  0.14084199547E-004,  0.87575246916E+000,  0.12424753084E+000, -0.90565678801E+004,  0.10275359081E+001,  0.98800318372E+003,  0.10000000000E+000
"             A1136",  0.16230000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004066309E+006,  0.48423686963E+002,  0.18092793178E+000,  0.81907206822E+000,  0.74330465470E-001,  0.92566953453E+000,  0.99998575168E+000,  0.14248322941E-004,  0.87630440391E+000,  0.12369559609E+000, -0.90774367494E+004,  0.10371670578E+001,  0.98878054251E+003,  0.10000000000E+000
"             A1137",  0.16870000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004055670E+006,  0.46764854923E+002,  0.18148908782E+000,  0.81851091218E+000,  0.68102388133E-001,  0.93189761187E+000,  0.99998560448E+000,  0.14395517762E-004,  0.87686308937E+000,  0.12313691063E+000, -0.90986658626E+004,  0.10462757232E+001,  0.98951135433E+003,  0.10000000000E+000
"             A1138",  0.17520000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004044778E+006,  0.45165392787E+002,  0.18205915818E+000,  0.81794084182E+000,  0.62548760068E-001,  0.93745123993E+000,  0.99998547230E+000,  0.14527701043E-004,  0.87742796871E+000,  0.12257203129E+000, -0.91202387910E+004,  0.10549018449E+001,  0.99019797713E+003,  0.10000000000E+000
"             A1139",  0.18190000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004033624E+006,  0.43623929863E+002,  0.18263760698E+000,  0.81736239302E+000,  0.57586973297E-001,  0.94241302670E+000,  0.99998535345E+000,  0.14646546858E-004,  0.87799840401E+000,  0.12200159599E+000, -0.91421356823E+004,  0.10630802200E+001,  0.99084261431E+003,  0.10000000000E+000
"             A1140",  0.18870000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004022199E+006,  0.42139211668E+002,  0.18322382084E+000,  0.81677617916E+000,  0.53146018363E-001,  0.94685398164E+000,  0.99998524648E+000,  0.14753523432E-004,  0.87857369111E+000,  0.12142630889E+000, -0.91643337375E+004,  0.10708414002E+001,  0.99144734970E+003,  0.10000000000E+000
"             A1141",  0.19570000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004010493E+006,  0.40710117206E+002,  0.18381709287E+000,  0.81618290713E+000,  0.49164713318E-001,  0.95083528668E+000,  0.99998515008E+000,  0.14849918716E-004,  0.87915304625E+000,  0.12084695375E+000, -0.91868065980E+004,  0.10782120770E+001,  0.99201414716E+003,  0.10000000000E+000
"             A1142",  0.20280000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003998498E+006,  0.39335582234E+002,  0.18441664470E+000,  0.81558335530E+000,  0.45589998006E-001,  0.95441000199E+000,  0.99998506313E+000,  0.14936868468E-004,  0.87973562985E+000,  0.12026437015E+000, -0.92095251736E+004,  0.10852158881E+001,  0.99254488684E+003,  0.10000000000E+000
"             A1143",  0.21010000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003986205E+006,  0.38014662543E+002,  0.18502159171E+000,  0.81497840829E+000,  0.42375892902E-001,  0.95762410710E+000,  0.99998498463E+000,  0.15015371376E-004,  0.88032051491E+000,  0.11967948509E+000, -0.92324563150E+004,  0.10918734433E+001,  0.99304134467E+003,  0.10000000000E+000
"             A1144",  0.21750000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003973604E+006,  0.36746472129E+002,  0.18563095984E+000,  0.81436904016E+000,  0.39482321064E-001,  0.96051767894E+000,  0.99998491369E+000,  0.15086309823E-004,  0.88090670593E+000,  0.11909329407E+000, -0.92555634431E+004,  0.10982029474E+001,  0.99350522071E+003,  0.10000000000E+000
"             A1145",  0.22500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003960688E+006,  0.35530153713E+002,  0.18624369197E+000,  0.81375630803E+000,  0.36874217683E-001,  0.96312578232E+000,  0.99998484953E+000,  0.15150465503E-004,  0.88149314723E+000,  0.11850685277E+000, -0.92788067798E+004,  0.11042206084E+001,  0.99393815228E+003,  0.10000000000E+000
"             A1146",  0.23280000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003947448E+006,  0.34364884480E+002,  0.18685863965E+000,  0.81314136035E+000,  0.34520859241E-001,  0.96547914076E+000,  0.99998479147E+000,  0.15208531051E-004,  0.88207871718E+000,  0.11792128282E+000, -0.93021430267E+004,  0.11099408352E+001,  0.99434171323E+003,  0.10000000000E+000
"             A1147",  0.24070000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003933875E+006,  0.33249900798E+002,  0.18747454340E+000,  0.81252545660E+000,  0.32395326530E-001,  0.96760467347E+000,  0.99998473888E+000,  0.15261119419E-004,  0.88266221168E+000,  0.11733778832E+000, -0.93255246060E+004,  0.11153763183E+001,  0.99471740715E+003,  0.10000000000E+000
"             A1148",  0.24870000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003919962E+006,  0.32184419449E+002,  0.18809006919E+000,  0.81190993081E+000,  0.30473857893E-001,  0.96952614211E+000,  0.99998469122E+000,  0.15308776827E-004,  0.88324238096E+000,  0.11675761904E+000, -0.93489010351E+004,  0.11205385916E+001,  0.99506669535E+003,  0.10000000000E+000
"             A1149",  0.25700000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003905700E+006,  0.31167708763E+002,  0.18870376624E+000,  0.81129623376E+000,  0.28735569876E-001,  0.97126443012E+000,  0.99998464801E+000,  0.15351987277E-004,  0.88381789151E+000,  0.11618210849E+000, -0.93722173138E+004,  0.11254378405E+001,  0.99539097322E+003,  0.10000000000E+000
"             A1150",  0.26540000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003891082E+006,  0.30199001227E+002,  0.18931411593E+000,  0.81068588407E+000,  0.27161946042E-001,  0.97283805396E+000,  0.99998460882E+000,  0.15391183326E-004,  0.88438737392E+000,  0.11561262608E+000, -0.93954157733E+004,  0.11300834610E+001,  0.99569159886E+003,  0.10000000000E+000
"             A1151",  0.27390000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003876102E+006,  0.29277529725E+002,  0.18991951409E+000,  0.81008048591E+000,  0.25736604948E-001,  0.97426339505E+000,  0.99998457325E+000,  0.15426750337E-004,  0.88494940722E+000,  0.11505059278E+000, -0.94184353913E+004,  0.11344840040E+001,  0.99596988038E+003,  0.10000000000E+000
"             A1152",  0.28270000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003860753E+006,  0.28402517134E+002,  0.19051828140E+000,  0.80948171860E+000,  0.24445022911E-001,  0.97555497709E+000,  0.99998454097E+000,  0.15459032168E-004,  0.88550252973E+000,  0.11449747027E+000, -0.94412121845E+004,  0.11386473313E+001,  0.99622707854E+003,  0.10000000000E+000
"             A1153",  0.29160000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003845028E+006,  0.27573146197E+002,  0.19110869260E+000,  0.80889130740E+000,  0.23274268230E-001,  0.97672573177E+000,  0.99998451166E+000,  0.15488336821E-004,  0.88604526621E+000,  0.11395473379E+000, -0.94636803087E+004,  0.11425808539E+001,  0.99646441453E+003,  0.10000000000E+000
"             A1154",  0.30080000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003828924E+006,  0.26788575274E+002,  0.19168897866E+000,  0.80831102134E+000,  0.22212835358E-001,  0.97778716464E+000,  0.99998448506E+000,  0.15514939813E-004,  0.88657612963E+000,  0.11342387037E+000, -0.94857721396E+004,  0.11462915389E+001,  0.99668306385E+003,  0.10000000000E+000
"             A1155",  0.31010000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003812435E+006,  0.26047913352E+002,  0.19225736101E+000,  0.80774263899E+000,  0.21250445052E-001,  0.97874955495E+000,  0.99998446091E+000,  0.15539088534E-004,  0.88709365157E+000,  0.11290634843E+000, -0.95074195757E+004,  0.11497861024E+001,  0.99688416204E+003,  0.10000000000E+000
"             A1156",  0.31960000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003795558E+006,  0.25350241589E+002,  0.19281205523E+000,  0.80718794477E+000,  0.20377929432E-001,  0.97962207057E+000,  0.99998443900E+000,  0.15561004628E-004,  0.88759638396E+000,  0.11240361604E+000, -0.95285541786E+004,  0.11530709723E+001,  0.99706879735E+003,  0.10000000000E+000
"             A1157",  0.32930000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003778291E+006,  0.24694596538E+002,  0.19335130516E+000,  0.80664869484E+000,  0.19587082623E-001,  0.98041291738E+000,  0.99998441911E+000,  0.15580887313E-004,  0.88808292788E+000,  0.11191707212E+000, -0.95491084768E+004,  0.11561524266E+001,  0.99723801439E+003,  0.10000000000E+000
"             A1158",  0.33930000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003760634E+006,  0.24079946052E+002,  0.19387342818E+000,  0.80612657182E+000,  0.18870522488E-001,  0.98112947751E+000,  0.99998440108E+000,  0.15598916533E-004,  0.88855197144E+000,  0.11144802856E+000, -0.95690176998E+004,  0.11590367571E+001,  0.99739281921E+003,  0.10000000000E+000
"             A1159",  0.34940000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003742586E+006,  0.23505216059E+002,  0.19437682067E+000,  0.80562317933E+000,  0.18221626677E-001,  0.98177837332E+000,  0.99998438475E+000,  0.15615254283E-004,  0.88900229103E+000,  0.11099770897E+000, -0.95882199987E+004,  0.11617301885E+001,  0.99753417150E+003,  0.10000000000E+000
"             A1160",  0.35970000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003724150E+006,  0.22969248269E+002,  0.19486002253E+000,  0.80513997747E+000,  0.17634398922E-001,  0.98236560108E+000,  0.99998436995E+000,  0.15630047758E-004,  0.88943280488E+000,  0.11056719512E+000, -0.96066589207E+004,  0.11642391170E+001,  0.99766299461E+003,  0.10000000000E+000
"             A1161",  0.37030000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003705331E+006,  0.22470904065E+002,  0.19532165120E+000,  0.80467834880E+000,  0.17103506231E-001,  0.98289649377E+000,  0.99998435657E+000,  0.15643428236E-004,  0.88984250989E+000,  0.11015749011E+000, -0.96242809079E+004,  0.11665696582E+001,  0.99778015054E+003,  0.10000000000E+000
"             A1162",  0.38110000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003686134E+006,  0.22008921072E+002,  0.19576055643E+000,  0.80423944357E+000,  0.16624053322E-001,  0.98337594668E+000,  0.99998434448E+000,  0.15655516606E-004,  0.89023061475E+000,  0.10976938525E+000, -0.96410412217E+004,  0.11687283494E+001,  0.99788647488E+003,  0.10000000000E+000
"             A1163",  0.39210000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003666565E+006,  0.21581981038E+002,  0.19617578586E+000,  0.80382421414E+000,  0.16191599058E-001,  0.98380840094E+000,  0.99998433358E+000,  0.15666422845E-004,  0.89059650407E+000,  0.10940349593E+000, -0.96569026526E+004,  0.11707218580E+001,  0.99798276075E+003,  0.10000000000E+000
"             A1164",  0.40330000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003646634E+006,  0.21188717022E+002,  0.19656659898E+000,  0.80343340102E+000,  0.15802108482E-001,  0.98419789152E+000,  0.99998432375E+000,  0.15676247123E-004,  0.89093974598E+000,  0.10906025402E+000, -0.96718360731E+004,  0.11725569702E+001,  0.99806975847E+003,  0.10000000000E+000
"             A1165",  0.41480000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003626353E+006,  0.20827774703E+002,  0.19693242207E+000,  0.80306757793E+000,  0.15451961618E-001,  0.98454803838E+000,  0.99998431492E+000,  0.15685079499E-004,  0.89126004845E+000,  0.10873995155E+000, -0.96858187344E+004,  0.11742403252E+001,  0.99814816408E+003,  0.10000000000E+000
"             A1166",  0.42650000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003605732E+006,  0.20497652936E+002,  0.19727302015E+000,  0.80272697985E+000,  0.15137752864E-001,  0.98486224714E+000,  0.99998430700E+000,  0.15693004920E-004,  0.89155740609E+000,  0.10844259391E+000, -0.96988408575E+004,  0.11757791758E+001,  0.99821865630E+003,  0.10000000000E+000
"             A1167",  0.43850000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003584787E+006,  0.20196898223E+002,  0.19758830969E+000,  0.80241169031E+000,  0.14856439730E-001,  0.98514356027E+000,  0.99998429990E+000,  0.15700099413E-004,  0.89183193266E+000,  0.10816806734E+000, -0.97108984928E+004,  0.11771804945E+001,  0.99828185656E+003,  0.10000000000E+000
"             A1168",  0.45070000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003563534E+006,  0.19923989921E+002,  0.19787847761E+000,  0.80212152239E+000,  0.14605194208E-001,  0.98539480579E+000,  0.99998429357E+000,  0.15706433789E-004,  0.89208396251E+000,  0.10791603749E+000, -0.97219980819E+004,  0.11784515218E+001,  0.99833835677E+003,  0.10000000000E+000
"             A1169",  0.46320000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003541991E+006,  0.19677383103E+002,  0.19814393635E+000,  0.80185606365E+000,  0.14381410599E-001,  0.98561858940E+000,  0.99998428793E+000,  0.15712073409E-004,  0.89231400921E+000,  0.10768599079E+000, -0.97321547522E+004,  0.11795995750E+001,  0.99838871302E+003,  0.10000000000E+000
"             A1170",  0.47590000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003520176E+006,  0.19455527608E+002,  0.19838529718E+000,  0.80161470282E+000,  0.14182691964E-001,  0.98581730804E+000,  0.99998428292E+000,  0.15717078499E-004,  0.89252274116E+000,  0.10747725884E+000, -0.97413913035E+004,  0.11806319678E+001,  0.99843344496E+003,  0.10000000000E+000
"             A1171",  0.48890000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003498108E+006,  0.19256827265E+002,  0.19860340472E+000,  0.80139659528E+000,  0.14006785968E-001,  0.98599321403E+000,  0.99998427849E+000,  0.15721505738E-004,  0.89271101070E+000,  0.10728898930E+000, -0.97497395368E+004,  0.11815562065E+001,  0.99847304735E+003,  0.10000000000E+000
"             A1172",  0.50220000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003475809E+006,  0.19079734305E+002,  0.19879922123E+000,  0.80120077877E+000,  0.13851643885E-001,  0.98614835611E+000,  0.99998427459E+000,  0.15725406755E-004,  0.89287975405E+000,  0.10712024595E+000, -0.97572358253E+004,  0.11823795558E+001,  0.99850797446E+003,  0.10000000000E+000
"             A1173",  0.51580000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003453298E+006,  0.18922677677E+002,  0.19897388896E+000,  0.80102611104E+000,  0.13715333915E-001,  0.98628466608E+000,  0.99998427117E+000,  0.15728830291E-004,  0.89303004578E+000,  0.10696995422E+000, -0.97639235030E+004,  0.11831093761E+001,  0.99853865786E+003,  0.10000000000E+000
"             A1174",  0.52960000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003430599E+006,  0.18784127201E+002,  0.19912864244E+000,  0.80087135756E+000,  0.13596077170E-001,  0.98640392283E+000,  0.99998426818E+000,  0.15731821284E-004,  0.89316302403E+000,  0.10683697597E+000, -0.97698495036E+004,  0.11837528284E+001,  0.99856549701E+003,  0.10000000000E+000
"             A1175",  0.54370000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003407732E+006,  0.18662557584E+002,  0.19926483021E+000,  0.80073516979E+000,  0.13492198113E-001,  0.98650780189E+000,  0.99998426558E+000,  0.15734422101E-004,  0.89327991048E+000,  0.10672008952E+000, -0.97750651868E+004,  0.11843170436E+001,  0.99858886948E+003,  0.10000000000E+000
"             A1176",  0.55820000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003384719E+006,  0.18556497610E+002,  0.19938384164E+000,  0.80061615836E+000,  0.13402150720E-001,  0.98659784928E+000,  0.99998426333E+000,  0.15736671874E-004,  0.89338194893E+000,  0.10661805107E+000, -0.97796235342E+004,  0.11848088959E+001,  0.99860912441E+003,  0.10000000000E+000
"             A1177",  0.57290000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003361580E+006,  0.18464513276E+002,  0.19948710790E+000,  0.80051289210E+000,  0.13324489589E-001,  0.98667551041E+000,  0.99998426139E+000,  0.15738607211E-004,  0.89347040773E+000,  0.10652959227E+000, -0.97835791768E+004,  0.11852350824E+001,  0.99862658855E+003,  0.10000000000E+000
"             A1178",  0.58790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003338337E+006,  0.18385231492E+002,  0.19957605860E+000,  0.80042394140E+000,  0.13257877555E-001,  0.98674212245E+000,  0.99998425974E+000,  0.15740262008E-004,  0.89354654415E+000,  0.10645345585E+000, -0.97869867284E+004,  0.11856020135E+001,  0.99864156428E+003,  0.10000000000E+000
"             A1179",  0.60330000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003315009E+006,  0.18317338601E+002,  0.19965210806E+000,  0.80034789194E+000,  0.13201073555E-001,  0.98679892645E+000,  0.99998425833E+000,  0.15741667741E-004,  0.89361159424E+000,  0.10638840576E+000, -0.97899002544E+004,  0.11859158207E+001,  0.99865433216E+003,  0.10000000000E+000
"             A1180",  0.61900000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003291614E+006,  0.18259585006E+002,  0.19971663660E+000,  0.80028336340E+000,  0.13152927295E-001,  0.98684707271E+000,  0.99998425715E+000,  0.15742853597E-004,  0.89366675817E+000,  0.10633324183E+000, -0.97923725468E+004,  0.11861823356E+001,  0.99866515210E+003,  0.10000000000E+000
"             A1181",  0.63500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003268170E+006,  0.18210802055E+002,  0.19977095995E+000,  0.80022904005E+000,  0.13112385500E-001,  0.98688761450E+000,  0.99998425615E+000,  0.15743846316E-004,  0.89371317552E+000,  0.10628682448E+000, -0.97944539495E+004,  0.11864070113E+001,  0.99867426190E+003,  0.10000000000E+000
"             A1182",  0.65130000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003244695E+006,  0.18169897829E+002,  0.19981632445E+000,  0.80018367555E+000,  0.13078481810E-001,  0.98692151819E+000,  0.99998425533E+000,  0.15744670439E-004,  0.89375192213E+000,  0.10624807787E+000, -0.97961921648E+004,  0.11865949427E+001,  0.99868187955E+003,  0.10000000000E+000
