"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              HEAT","              FLOW","            FLOW_G","            FLOW_L"
"                  ","                  ","               (M)","               (M)","               (M)","               (W)","            (KG/S)","            (KG/S)","            (KG/S)"
"TIME [sec]  0.31560000E+08"
"             A1166","             A1167",  0.43243757365E+002,  0.00000000000E+000, -0.22500000000E+001, -0.61752755109E+003, -0.27788285972E-004, -0.26090170882E-006, -0.27527384263E-004
"             A1167","             A1168",  0.44453654207E+002,  0.00000000000E+000, -0.22500000000E+001, -0.56411603432E+003, -0.25575299070E-004, -0.26677227350E-006, -0.25308526796E-004
"             A1168","             A1169",  0.45688501744E+002,  0.00000000000E+000, -0.22500000000E+001, -0.51307173760E+003, -0.23423091505E-004, -0.27242187293E-006, -0.23150669632E-004
"             A1169","             A1170",  0.46948394090E+002,  0.00000000000E+000, -0.22500000000E+001, -0.46452098847E+003, -0.21345134043E-004, -0.27782807790E-006, -0.21067305965E-004
"             A1170","             A1171",  0.48233237341E+002,  0.00000000000E+000, -0.22500000000E+001, -0.41856760148E+003, -0.19353372834E-004, -0.28297146902E-006, -0.19070401365E-004
"             A1171","             A1172",  0.49548083507E+002,  0.00000000000E+000, -0.22500000000E+001, -0.37529061997E+003, -0.17457999066E-004, -0.28783604277E-006, -0.17170163023E-004
"             A1172","             A1173",  0.50892927639E+002,  0.00000000000E+000, -0.22500000000E+001, -0.33475221837E+003, -0.15667711590E-004, -0.29240844566E-006, -0.15375303145E-004
"             A1173","             A1174",  0.52262826780E+002,  0.00000000000E+000, -0.22500000000E+001, -0.29698573994E+003, -0.13989135260E-004, -0.29667939121E-006, -0.13692455869E-004
"             A1174","             A1175",  0.53657667058E+002,  0.00000000000E+000, -0.22500000000E+001, -0.26200366766E+003, -0.12427150038E-004, -0.30064280593E-006, -0.12126507232E-004
"             A1175","             A1176",  0.55087458541E+002,  0.00000000000E+000, -0.22500000000E+001, -0.22979256633E+003, -0.10984671816E-004, -0.30429640103E-006, -0.10680375415E-004
"             A1176","             A1177",  0.56547352324E+002,  0.00000000000E+000, -0.22500000000E+001, -0.20031665737E+003, -0.96628455053E-005, -0.30764124836E-006, -0.93552042569E-005
"             A1177","             A1178",  0.58032202353E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17351630603E+003, -0.84610323363E-005, -0.31068189468E-006, -0.81503504416E-005
"             A1178","             A1179",  0.59551988775E+002,  0.00000000000E+000, -0.22500000000E+001, -0.14931181922E+003, -0.73770534997E-005, -0.31342585813E-006, -0.70636276416E-005
"             A1179","             A1180",  0.61106835692E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12760312652E+003, -0.64072619973E-005, -0.31588357299E-006, -0.60913784243E-005
"             A1180","             A1181",  0.62691676139E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10827343607E+003, -0.55468006674E-005, -0.31806787203E-006, -0.52287327954E-005
"             A1181","             A1182",  0.64306525165E+002,  0.00000000000E+000, -0.22500000000E+001, -0.91190684896E+002, -0.47897635682E-005, -0.31999372141E-006, -0.44697698467E-005
"             A1182","             A1183",  0.65956315840E+002,  0.00000000000E+000, -0.22500000000E+001, -0.76211618217E+002, -0.41294722645E-005, -0.32167765204E-006, -0.38077946125E-005
"             A1183","             A1184",  0.67646105299E+002,  0.00000000000E+000, -0.22500000000E+001, -0.63183599625E+002, -0.35586451655E-005, -0.32313745757E-006, -0.32355077079E-005
"             A1184","             A1185",  0.69370950624E+002,  0.00000000000E+000, -0.22500000000E+001, -0.51947399092E+002, -0.30696008844E-005, -0.32439179228E-006, -0.27452090921E-005
"             A1185","             A1186",  0.71125794844E+002,  0.00000000000E+000, -0.22500000000E+001, -0.42341408155E+002, -0.26545117683E-005, -0.32545962040E-006, -0.23290521479E-005
"             A1186","             A1187",  0.72920534054E+002,  0.00000000000E+000, -0.22500000000E+001, -0.34203492628E+002, -0.23055408821E-005, -0.32635994585E-006, -0.19791809363E-005
"             A1187","             A1188",  0.74755381334E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27374167366E+002, -0.20150229850E-005, -0.32711140906E-006, -0.16879115759E-005
"             A1188","             A1189",  0.76625170773E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21699065953E+002, -0.17756011385E-005, -0.32773197804E-006, -0.14478691605E-005
"             A1189","             A1190",  0.78534964472E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17030804507E+002, -0.15803258083E-005, -0.32823871864E-006, -0.12520870897E-005
"             A1190","             A1191",  0.80484752543E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13231172500E+002, -0.14227564393E-005, -0.32864754269E-006, -0.10941088966E-005
"             A1191","             A1192",  0.82479503001E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10172226135E+002, -0.12970077826E-005, -0.32897308706E-006, -0.96803469558E-006
"             A1192","             A1193",  0.84514327073E+002,  0.00000000000E+000, -0.22500000000E+001, -0.77373572916E+001, -0.11977882773E-005, -0.32922860255E-006, -0.86855967476E-006
"             A1193","             A1194",  0.86589091689E+002,  0.00000000000E+000, -0.22500000000E+001, -0.58218595677E+001, -0.11204122095E-005, -0.32942590484E-006, -0.79098630467E-006
"             A1194","             A1195",  0.88708863011E+002,  0.00000000000E+000, -0.22500000000E+001, -0.43331071238E+001, -0.10607925460E-005, -0.32957537095E-006, -0.73121717509E-006
"             A1195","             A1196",  0.90873587493E+002,  0.00000000000E+000, -0.22500000000E+001, -0.31903648468E+001, -0.10154169118E-005, -0.32968597865E-006, -0.68573093314E-006
"             A1196","             A1197",  0.93083418696E+002,  0.00000000000E+000, -0.22500000000E+001, -0.23243236061E+001, -0.98131198769E-006, -0.32976537518E-006, -0.65154661252E-006
"             A1197","             A1198",  0.95343100636E+002,  0.00000000000E+000, -0.22500000000E+001, -0.16763696489E+001, -0.95599770503E-006, -0.32981997558E-006, -0.62617772945E-006
"             A1198","             A1199",  0.97647943652E+002,  0.00000000000E+000, -0.22500000000E+001, -0.11976176927E+001, -0.93743343091E-006, -0.32985508316E-006, -0.60757834775E-006
"             A1199","             A12 0",  0.10000556220E+003,  0.00000000000E+000, -0.22500000000E+001, -0.84791319939E+000, -0.92396466125E-006, -0.32987501348E-006, -0.59408964778E-006
"             A12 0","             A12 1",  0.10338774516E+003,  0.00000000000E+000, -0.22500000000E+001, -0.52365709899E+000, -0.91156767116E-006, -0.32988299067E-006, -0.58168468048E-006
"             A12 1","             A12 2",  0.10818762742E+003,  0.00000000000E+000, -0.22500000000E+001, -0.27918590242E+000, -0.90228007413E-006, -0.32986748191E-006, -0.57241259222E-006
"             A12 2","             A12 3",  0.11501670482E+003,  0.00000000000E+000, -0.22500000000E+001, -0.14380710799E+000, -0.89709740900E-006, -0.32981519518E-006, -0.56728221382E-006
"             A12 3","             A12 4",  0.12483987403E+003,  0.00000000000E+000, -0.22500000000E+001, -0.95634555523E-001, -0.89504961667E-006, -0.32970955021E-006, -0.56534006646E-006
"             A12 4","             A12 5",  0.13889812218E+003,  0.00000000000E+000, -0.22500000000E+001, -0.85993123368E-001, -0.89419300634E-006, -0.32951953232E-006, -0.56467347401E-006
"             A12 5","             A12 6",  0.15894452474E+003,  0.00000000000E+000, -0.22500000000E+001, -0.84936343533E-001, -0.89323831866E-006, -0.32917782440E-006, -0.56406049426E-006
"             A12 6","             A12 7",  0.18762529518E+003,  0.00000000000E+000, -0.22500000000E+001, -0.84727212202E-001, -0.89153173523E-006, -0.32854627875E-006, -0.56298545648E-006
"             A12 7","             A12 8",  0.22855941709E+003,  0.00000000000E+000, -0.22500000000E+001, -0.84419202717E-001, -0.88830210355E-006, -0.32735223893E-006, -0.56094986462E-006
"             A12 8","             A12 9",  0.28706835340E+003,  0.00000000000E+000, -0.22500000000E+001, -0.83833218084E-001, -0.88213642598E-006, -0.32507563139E-006, -0.55706079460E-006
"             A12 9","             A1210",  0.37076528576E+003,  0.00000000000E+000, -0.22500000000E+001, -0.82728855023E-001, -0.87051577815E-006, -0.32078835739E-006, -0.54972742077E-006
"             A1210","             A1211",  0.49037188731E+003,  0.00000000000E+000, -0.22500000000E+001, -0.80725251978E-001, -0.84943327297E-006, -0.31301411109E-006, -0.53641916188E-006
"             A1211","             A1212",  0.66126058656E+003,  0.00000000000E+000, -0.22500000000E+001, -0.77296494782E-001, -0.81335404359E-006, -0.29971369823E-006, -0.51364034536E-006
"             A1212","             A1213",  0.90549706755E+003,  0.00000000000E+000, -0.22500000000E+001, -0.71696092511E-001, -0.75442382342E-006, -0.27799345223E-006, -0.47643037120E-006
"             A1213","             A1214",  0.12545376506E+004,  0.00000000000E+000, -0.22500000000E+001, -0.62483071925E-001, -0.65747982688E-006, -0.24226689245E-006, -0.41521293443E-006
"             A1214","             A1215",  0.17534635338E+004,  0.00000000000E+000, -0.22500000000E+001, -0.47567989065E-001, -0.50053550782E-006, -0.18443347789E-006, -0.31610202992E-006
"             A1215","             A1216",  0.24664941350E+004,  0.00000000000E+000, -0.22500000000E+001, -0.27362359402E-001, -0.28792118069E-006, -0.10608969656E-006, -0.18183148413E-006
"             A1216","             A1217",  0.34856246991E+004,  0.00000000000E+000, -0.22500000000E+001, -0.93194256118E-002, -0.98063840398E-007, -0.36133115531E-007, -0.61930724867E-007
"             A1217","             A1218",  0.49426116857E+004,  0.00000000000E+000, -0.22500000000E+001, -0.14879301464E-002, -0.15656832396E-007, -0.57689842524E-008, -0.98878481440E-008
"             A1218","             A1219",  0.70246706738E+004,  0.00000000000E+000, -0.22500000000E+001, -0.10028763704E-003, -0.10552932404E-008, -0.38883778283E-009, -0.66645545757E-009
"             A1219","             A1220",  0.10000000000E+005,  0.00000000000E+000, -0.22500000000E+001, -0.66430632238E-005, -0.69982135041E-010, -0.25785912013E-010, -0.44196223028E-010
