"              ELEM","                 X","                 Y","                 Z","              ROCK","              PRES","              TEMP","             SAT_G","             SAT_L","         X_WATER_G","           X_AIR_G","         X_WATER_L","           X_AIR_L","             REL_G","             REL_L","           PCAP_GL","             DEN_G","             DEN_L","               POR"
"             A1169",  0.46320000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002452496E+006,  0.18000000831E+002,  0.19999989754E+000,  0.80000010246E+000,  0.12940350427E-001,  0.98705964957E+000,  0.99998425307E+000,  0.15746931852E-004,  0.89390856931E+000,  0.10609143069E+000, -0.98032267396E+004,  0.11872917215E+001,  0.99871331252E+003,  0.10000000000E+000
"             A1170",  0.47590000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002425686E+006,  0.18000000585E+002,  0.19999989886E+000,  0.80000010114E+000,  0.12940385180E-001,  0.98705961482E+000,  0.99998425311E+000,  0.15746888763E-004,  0.89390857044E+000,  0.10609142956E+000, -0.98032267903E+004,  0.11872885155E+001,  0.99871331244E+003,  0.10000000000E+000
"             A1171",  0.48890000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002399052E+006,  0.18000000464E+002,  0.19999990007E+000,  0.80000009993E+000,  0.12940419809E-001,  0.98705958019E+000,  0.99998425315E+000,  0.15746845951E-004,  0.89390857147E+000,  0.10609142853E+000, -0.98032268364E+004,  0.11872853297E+001,  0.99871331234E+003,  0.10000000000E+000
"             A1172",  0.50220000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002372589E+006,  0.18000000404E+002,  0.19999990121E+000,  0.80000009879E+000,  0.12940454263E-001,  0.98705954574E+000,  0.99998425320E+000,  0.15746803416E-004,  0.89390857244E+000,  0.10609142756E+000, -0.98032268801E+004,  0.11872821643E+001,  0.99871331223E+003,  0.10000000000E+000
"             A1173",  0.51580000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002346292E+006,  0.18000000374E+002,  0.19999990232E+000,  0.80000009768E+000,  0.12940488527E-001,  0.98705951147E+000,  0.99998425324E+000,  0.15746761146E-004,  0.89390857338E+000,  0.10609142662E+000, -0.98032269226E+004,  0.11872790185E+001,  0.99871331211E+003,  0.10000000000E+000
"             A1174",  0.52960000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002320159E+006,  0.18000000358E+002,  0.19999990340E+000,  0.80000009660E+000,  0.12940522589E-001,  0.98705947741E+000,  0.99998425328E+000,  0.15746719139E-004,  0.89390857431E+000,  0.10609142569E+000, -0.98032269643E+004,  0.11872758922E+001,  0.99871331200E+003,  0.10000000000E+000
"             A1175",  0.54370000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002294183E+006,  0.18000000349E+002,  0.19999990448E+000,  0.80000009552E+000,  0.12940556452E-001,  0.98705944355E+000,  0.99998425332E+000,  0.15746677383E-004,  0.89390857523E+000,  0.10609142477E+000, -0.98032270056E+004,  0.11872727847E+001,  0.99871331188E+003,  0.10000000000E+000
"             A1176",  0.55820000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002268360E+006,  0.18000000343E+002,  0.19999990555E+000,  0.80000009445E+000,  0.12940590118E-001,  0.98705940988E+000,  0.99998425336E+000,  0.15746635875E-004,  0.89390857614E+000,  0.10609142386E+000, -0.98032270465E+004,  0.11872696955E+001,  0.99871331176E+003,  0.10000000000E+000
"             A1177",  0.57290000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002242686E+006,  0.18000000338E+002,  0.19999990661E+000,  0.80000009339E+000,  0.12940623590E-001,  0.98705937641E+000,  0.99998425341E+000,  0.15746594605E-004,  0.89390857705E+000,  0.10609142295E+000, -0.98032270872E+004,  0.11872666242E+001,  0.99871331165E+003,  0.10000000000E+000
"             A1178",  0.58790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002217158E+006,  0.18000000334E+002,  0.19999990767E+000,  0.80000009233E+000,  0.12940656873E-001,  0.98705934313E+000,  0.99998425345E+000,  0.15746553571E-004,  0.89390857795E+000,  0.10609142205E+000, -0.98032271277E+004,  0.11872635702E+001,  0.99871331153E+003,  0.10000000000E+000
"             A1179",  0.60330000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002191772E+006,  0.18000000330E+002,  0.19999990872E+000,  0.80000009128E+000,  0.12940689971E-001,  0.98705931003E+000,  0.99998425349E+000,  0.15746512765E-004,  0.89390857884E+000,  0.10609142116E+000, -0.98032271680E+004,  0.11872605333E+001,  0.99871331142E+003,  0.10000000000E+000
"             A1180",  0.61900000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002166524E+006,  0.18000000326E+002,  0.19999990976E+000,  0.80000009024E+000,  0.12940722890E-001,  0.98705927711E+000,  0.99998425353E+000,  0.15746472179E-004,  0.89390857973E+000,  0.10609142027E+000, -0.98032272080E+004,  0.11872575129E+001,  0.99871331130E+003,  0.10000000000E+000
"             A1181",  0.63500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002141411E+006,  0.18000000323E+002,  0.19999991080E+000,  0.80000008920E+000,  0.12940755633E-001,  0.98705924437E+000,  0.99998425357E+000,  0.15746431812E-004,  0.89390858062E+000,  0.10609141938E+000, -0.98032272479E+004,  0.11872545086E+001,  0.99871331119E+003,  0.10000000000E+000
"             A1182",  0.65130000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002116431E+006,  0.18000000319E+002,  0.19999991184E+000,  0.80000008816E+000,  0.12940788203E-001,  0.98705921180E+000,  0.99998425361E+000,  0.15746391658E-004,  0.89390858150E+000,  0.10609141850E+000, -0.98032272875E+004,  0.11872515203E+001,  0.99871331107E+003,  0.10000000000E+000
"             A1183",  0.66800000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002091580E+006,  0.18000000315E+002,  0.19999991287E+000,  0.80000008713E+000,  0.12940820604E-001,  0.98705917940E+000,  0.99998425365E+000,  0.15746351712E-004,  0.89390858238E+000,  0.10609141762E+000, -0.98032273270E+004,  0.11872485474E+001,  0.99871331096E+003,  0.10000000000E+000
"             A1184",  0.68510000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002066856E+006,  0.18000000311E+002,  0.19999991389E+000,  0.80000008611E+000,  0.12940852839E-001,  0.98705914716E+000,  0.99998425369E+000,  0.15746311970E-004,  0.89390858326E+000,  0.10609141674E+000, -0.98032273663E+004,  0.11872455896E+001,  0.99871331085E+003,  0.10000000000E+000
"             A1185",  0.70250000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002042256E+006,  0.18000000308E+002,  0.19999991491E+000,  0.80000008509E+000,  0.12940884914E-001,  0.98705911509E+000,  0.99998425373E+000,  0.15746272427E-004,  0.89390858413E+000,  0.10609141587E+000, -0.98032274053E+004,  0.11872426468E+001,  0.99871331074E+003,  0.10000000000E+000
"             A1186",  0.72020000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10002017777E+006,  0.18000000304E+002,  0.19999991593E+000,  0.80000008407E+000,  0.12940916830E-001,  0.98705908317E+000,  0.99998425377E+000,  0.15746233079E-004,  0.89390858499E+000,  0.10609141501E+000, -0.98032274443E+004,  0.11872397184E+001,  0.99871331062E+003,  0.10000000000E+000
"             A1187",  0.73840000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001993417E+006,  0.18000000300E+002,  0.19999991694E+000,  0.80000008306E+000,  0.12940948593E-001,  0.98705905141E+000,  0.99998425381E+000,  0.15746193921E-004,  0.89390858585E+000,  0.10609141415E+000, -0.98032274830E+004,  0.11872368042E+001,  0.99871331051E+003,  0.10000000000E+000
"             A1188",  0.75690000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001969175E+006,  0.18000000297E+002,  0.19999991795E+000,  0.80000008205E+000,  0.12940980201E-001,  0.98705901980E+000,  0.99998425385E+000,  0.15746154953E-004,  0.89390858671E+000,  0.10609141329E+000, -0.98032275215E+004,  0.11872339040E+001,  0.99871331040E+003,  0.10000000000E+000
"             A1189",  0.77580000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001945047E+006,  0.18000000293E+002,  0.19999991895E+000,  0.80000008105E+000,  0.12941011661E-001,  0.98705898834E+000,  0.99998425388E+000,  0.15746116169E-004,  0.89390858756E+000,  0.10609141244E+000, -0.98032275599E+004,  0.11872310176E+001,  0.99871331029E+003,  0.10000000000E+000
"             A1190",  0.79510000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001921032E+006,  0.18000000289E+002,  0.19999991994E+000,  0.80000008006E+000,  0.12941042974E-001,  0.98705895703E+000,  0.99998425392E+000,  0.15746077566E-004,  0.89390858841E+000,  0.10609141159E+000, -0.98032275981E+004,  0.11872281447E+001,  0.99871331018E+003,  0.10000000000E+000
"             A1191",  0.81480000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001897128E+006,  0.18000000286E+002,  0.19999992094E+000,  0.80000007906E+000,  0.12941074142E-001,  0.98705892586E+000,  0.99998425396E+000,  0.15746039142E-004,  0.89390858926E+000,  0.10609141074E+000, -0.98032276362E+004,  0.11872252850E+001,  0.99871331008E+003,  0.10000000000E+000
"             A1192",  0.83500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001873333E+006,  0.18000000282E+002,  0.19999992193E+000,  0.80000007807E+000,  0.12941105168E-001,  0.98705889483E+000,  0.99998425400E+000,  0.15746000893E-004,  0.89390859010E+000,  0.10609140990E+000, -0.98032276741E+004,  0.11872224384E+001,  0.99871330997E+003,  0.10000000000E+000
"             A1193",  0.85550000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001849645E+006,  0.18000000279E+002,  0.19999992291E+000,  0.80000007709E+000,  0.12941136054E-001,  0.98705886395E+000,  0.99998425404E+000,  0.15745962816E-004,  0.89390859094E+000,  0.10609140906E+000, -0.98032277118E+004,  0.11872196047E+001,  0.99871330986E+003,  0.10000000000E+000
"             A1194",  0.87650000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001826063E+006,  0.18000000275E+002,  0.19999992389E+000,  0.80000007611E+000,  0.12941166802E-001,  0.98705883320E+000,  0.99998425408E+000,  0.15745924910E-004,  0.89390859178E+000,  0.10609140822E+000, -0.98032277493E+004,  0.11872167836E+001,  0.99871330975E+003,  0.10000000000E+000
"             A1195",  0.89790000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001802587E+006,  0.18000000272E+002,  0.19999992487E+000,  0.80000007513E+000,  0.12941197413E-001,  0.98705880259E+000,  0.99998425411E+000,  0.15745887173E-004,  0.89390859261E+000,  0.10609140739E+000, -0.98032277867E+004,  0.11872139751E+001,  0.99871330965E+003,  0.10000000000E+000
"             A1196",  0.91980000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001779212E+006,  0.18000000268E+002,  0.19999992584E+000,  0.80000007416E+000,  0.12941227891E-001,  0.98705877211E+000,  0.99998425415E+000,  0.15745849601E-004,  0.89390859344E+000,  0.10609140656E+000, -0.98032278240E+004,  0.11872111788E+001,  0.99871330954E+003,  0.10000000000E+000
"             A1197",  0.94210000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001755940E+006,  0.18000000265E+002,  0.19999992680E+000,  0.80000007320E+000,  0.12941258236E-001,  0.98705874176E+000,  0.99998425419E+000,  0.15745812192E-004,  0.89390859426E+000,  0.10609140574E+000, -0.98032278610E+004,  0.11872083948E+001,  0.99871330943E+003,  0.10000000000E+000
"             A1198",  0.96500000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001732769E+006,  0.18000000261E+002,  0.19999992777E+000,  0.80000007223E+000,  0.12941288450E-001,  0.98705871155E+000,  0.99998425423E+000,  0.15745774946E-004,  0.89390859509E+000,  0.10609140491E+000, -0.98032278979E+004,  0.11872056228E+001,  0.99871330933E+003,  0.10000000000E+000
"             A1199",  0.98820000000E+002,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001709698E+006,  0.18000000258E+002,  0.19999992873E+000,  0.80000007127E+000,  0.12941318533E-001,  0.98705868147E+000,  0.99998425426E+000,  0.15745737860E-004,  0.89390859590E+000,  0.10609140410E+000, -0.98032279347E+004,  0.11872028628E+001,  0.99871330922E+003,  0.10000000000E+000
"             A12 0",  0.10170000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001682085E+006,  0.18000000253E+002,  0.19999992987E+000,  0.80000007013E+000,  0.12941354538E-001,  0.98705864546E+000,  0.99998425431E+000,  0.15745693475E-004,  0.89390859688E+000,  0.10609140312E+000, -0.98032279786E+004,  0.11871995595E+001,  0.99871330910E+003,  0.10000000000E+000
"             A12 1",  0.10580000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001643976E+006,  0.18000000248E+002,  0.19999993146E+000,  0.80000006854E+000,  0.12941404230E-001,  0.98705859577E+000,  0.99998425437E+000,  0.15745632217E-004,  0.89390859823E+000,  0.10609140177E+000, -0.98032280393E+004,  0.11871950005E+001,  0.99871330892E+003,  0.10000000000E+000
"             A12 2",  0.11160000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001592074E+006,  0.18000000240E+002,  0.19999993362E+000,  0.80000006638E+000,  0.12941471908E-001,  0.98705852809E+000,  0.99998425445E+000,  0.15745548787E-004,  0.89390860007E+000,  0.10609139993E+000, -0.98032281221E+004,  0.11871887915E+001,  0.99871330869E+003,  0.10000000000E+000
"             A12 3",  0.11990000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001522610E+006,  0.18000000229E+002,  0.19999993651E+000,  0.80000006349E+000,  0.12941562487E-001,  0.98705843751E+000,  0.99998425456E+000,  0.15745437128E-004,  0.89390860254E+000,  0.10609139746E+000, -0.98032282330E+004,  0.11871804815E+001,  0.99871330837E+003,  0.10000000000E+000
"             A12 4",  0.13190000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001431701E+006,  0.18000000216E+002,  0.19999994030E+000,  0.80000005970E+000,  0.12941681032E-001,  0.98705831897E+000,  0.99998425471E+000,  0.15745290998E-004,  0.89390860577E+000,  0.10609139423E+000, -0.98032283781E+004,  0.11871696061E+001,  0.99871330796E+003,  0.10000000000E+000
"             A12 5",  0.14890000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001315998E+006,  0.18000000198E+002,  0.19999994512E+000,  0.80000005488E+000,  0.12941831911E-001,  0.98705816809E+000,  0.99998425489E+000,  0.15745105012E-004,  0.89390860988E+000,  0.10609139012E+000, -0.98032285629E+004,  0.11871557645E+001,  0.99871330743E+003,  0.10000000000E+000
"             A12 6",  0.17330000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001173600E+006,  0.18000000177E+002,  0.19999995105E+000,  0.80000004895E+000,  0.12942017605E-001,  0.98705798239E+000,  0.99998425512E+000,  0.15744876117E-004,  0.89390861494E+000,  0.10609138506E+000, -0.98032287903E+004,  0.11871387295E+001,  0.99871330678E+003,  0.10000000000E+000
"             A12 7",  0.20810000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10001005091E+006,  0.18000000151E+002,  0.19999995808E+000,  0.80000004192E+000,  0.12942237357E-001,  0.98705776264E+000,  0.99998425539E+000,  0.15744605248E-004,  0.89390862093E+000,  0.10609137907E+000, -0.98032290595E+004,  0.11871185707E+001,  0.99871330602E+003,  0.10000000000E+000
"             A12 8",  0.25780000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000814550E+006,  0.18000000123E+002,  0.19999996602E+000,  0.80000003398E+000,  0.12942485849E-001,  0.98705751415E+000,  0.99998425570E+000,  0.15744298966E-004,  0.89390862770E+000,  0.10609137230E+000, -0.98032293640E+004,  0.11870957764E+001,  0.99871330515E+003,  0.10000000000E+000
"             A12 9",  0.32890000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000610491E+006,  0.18000000092E+002,  0.19999997453E+000,  0.80000002547E+000,  0.12942751982E-001,  0.98705724802E+000,  0.99998425603E+000,  0.15743970954E-004,  0.89390863496E+000,  0.10609136504E+000, -0.98032296901E+004,  0.11870713648E+001,  0.99871330422E+003,  0.10000000000E+000
"             A1210",  0.43060000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000407088E+006,  0.18000000061E+002,  0.19999998302E+000,  0.80000001698E+000,  0.12943017270E-001,  0.98705698273E+000,  0.99998425636E+000,  0.15743643996E-004,  0.89390864220E+000,  0.10609135780E+000, -0.98032300153E+004,  0.11870470317E+001,  0.99871330330E+003,  0.10000000000E+000
"             A1211",  0.57580000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000225600E+006,  0.18000000034E+002,  0.19999999059E+000,  0.80000000941E+000,  0.12943253984E-001,  0.98705674602E+000,  0.99998425665E+000,  0.15743352266E-004,  0.89390864865E+000,  0.10609135135E+000, -0.98032303054E+004,  0.11870253203E+001,  0.99871330247E+003,  0.10000000000E+000
"             A1212",  0.78340000000E+003,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000092098E+006,  0.18000000014E+002,  0.19999999616E+000,  0.80000000384E+000,  0.12943428117E-001,  0.98705657188E+000,  0.99998425686E+000,  0.15743137669E-004,  0.89390865340E+000,  0.10609134660E+000, -0.98032305189E+004,  0.11870093494E+001,  0.99871330187E+003,  0.10000000000E+000
"             A1213",  0.10800000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000022932E+006,  0.18000000003E+002,  0.19999999904E+000,  0.80000000096E+000,  0.12943518335E-001,  0.98705648167E+000,  0.99998425697E+000,  0.15743026489E-004,  0.89390865586E+000,  0.10609134414E+000, -0.98032306295E+004,  0.11870010751E+001,  0.99871330155E+003,  0.10000000000E+000
"             A1214",  0.15040000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000002871E+006,  0.18000000000E+002,  0.19999999988E+000,  0.80000000012E+000,  0.12943544501E-001,  0.98705645550E+000,  0.99998425701E+000,  0.15742994243E-004,  0.89390865658E+000,  0.10609134342E+000, -0.98032306615E+004,  0.11869986753E+001,  0.99871330146E+003,  0.10000000000E+000
"             A1215",  0.21100000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000162E+006,  0.18000000000E+002,  0.19999999999E+000,  0.80000000001E+000,  0.12943548035E-001,  0.98705645197E+000,  0.99998425701E+000,  0.15742989888E-004,  0.89390865667E+000,  0.10609134333E+000, -0.98032306659E+004,  0.11869983511E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1216",  0.29760000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000004E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12943548241E-001,  0.98705645176E+000,  0.99998425701E+000,  0.15742989634E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869983322E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1217",  0.42140000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12943548246E-001,  0.98705645175E+000,  0.99998425701E+000,  0.15742989627E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869983318E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1218",  0.59840000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12943548246E-001,  0.98705645175E+000,  0.99998425701E+000,  0.15742989627E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869983317E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1219",  0.85120000000E+004,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12943548246E-001,  0.98705645175E+000,  0.99998425701E+000,  0.15742989627E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869983317E+001,  0.99871330145E+003,  0.10000000000E+000
"             A1220",  0.10000000000E+005,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10000000000E+006,  0.18000000000E+002,  0.20000000000E+000,  0.80000000000E+000,  0.12943548246E-001,  0.98705645175E+000,  0.99998425701E+000,  0.15742989627E-004,  0.89390865668E+000,  0.10609134332E+000, -0.98032306661E+004,  0.11869983317E+001,  0.99871330145E+003,  0.10000000000E+000
"TIME [sec]  0.12620000E+09"
"             A11 0",  0.15000000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.13128499207E+006,  0.22230141941E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.65152159471E-015,  0.00000000000E+000,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.57740434416E+000,  0.83528569770E+003,  0.10000000000E+000
"             A11 1",  0.45320000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.13128496740E+006,  0.16872664069E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.20825399611E-014,  0.00000000000E+000,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.64975317954E+000,  0.89817881331E+003,  0.10000000000E+000
"             A11 2",  0.76270000000E+000,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.13128492284E+006,  0.14171435404E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.57301910648E-013,  0.00000000000E+000,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.69422910657E+000,  0.92420239639E+003,  0.10000000000E+000
"             A11 3",  0.10790000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.13128485828E+006,  0.12358241619E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.10739198586E-014,  0.00000000000E+000,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.72809968393E+000,  0.93986979950E+003,  0.10000000000E+000
"             A11 4",  0.14010000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.13128477307E+006,  0.10991301947E+003,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000,  0.00000000000E+000,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000, -0.50000000000E+009,  0.75623826777E+000,  0.95075177155E+003,  0.10000000000E+000
"             A11 5",  0.17310000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12596941852E+006,  0.10621443200E+003,  0.93952913957E+000,  0.60470860432E-001,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000,  0.99999982217E+000,  0.17782785076E-006, -0.39264395703E+006,  0.73275333208E+000,  0.95355498822E+003,  0.10000000000E+000
"             A11 6",  0.20670000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.12011125914E+006,  0.10483489983E+003,  0.73343712881E+000,  0.26656287119E+000,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000,  0.99970182271E+000,  0.29817729016E-003, -0.61271288213E+005,  0.70082443798E+000,  0.95458336073E+003,  0.10000000000E+000
"             A11 7",  0.24110000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.11489893530E+006,  0.10355994858E+003,  0.56831910334E+000,  0.43168089666E+000,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000,  0.99654078304E+000,  0.34592169551E-002, -0.31880855937E+005,  0.67233160470E+000,  0.95552645178E+003,  0.10000000000E+000
"             A11 8",  0.27610000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.11016618943E+006,  0.10236022056E+003,  0.44385809513E+000,  0.55614190487E+000,  0.10000000000E+001,  0.00000000000E+000,  0.10000000000E+001,  0.00000000000E+000,  0.98689346171E+000,  0.13106538293E-001, -0.21541359904E+005,  0.64638832379E+000,  0.95640744567E+003,  0.10000000000E+000
"             A11 9",  0.31190000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10578663473E+006,  0.10121144164E+003,  0.33179399102E+000,  0.66820600898E+000,  0.99999999999E+000,  0.98732527378E-011,  0.10000000000E+001,  0.10615585973E-015,  0.96394857213E+000,  0.36051427875E-001, -0.15347430455E+005,  0.62231706191E+000,  0.95724513338E+003,  0.10000000000E+000
"             A1110",  0.34850000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10164537058E+006,  0.10008834907E+003,  0.21955763750E+000,  0.78044236250E+000,  0.99999838004E+000,  0.16199587758E-005,  0.99999999998E+000,  0.16728533065E-010,  0.90933727779E+000,  0.90662722209E-001, -0.10559588490E+005,  0.59949661875E+000,  0.95805849097E+003,  0.10000000000E+000
"             A1111",  0.38580000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004024878E+006,  0.96446241786E+002,  0.17358565703E+000,  0.82641434297E+000,  0.83752904297E+000,  0.16247095703E+000,  0.99999824583E+000,  0.17541715264E-005,  0.86874604818E+000,  0.13125395182E+000, -0.88002080278E+004,  0.63297733794E+000,  0.96066294800E+003,  0.10000000000E+000
"             A1112",  0.42390000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004018621E+006,  0.91562876780E+002,  0.17392895868E+000,  0.82607104132E+000,  0.64615725767E+000,  0.35384274233E+000,  0.99999587460E+000,  0.41254012182E-005,  0.86911001028E+000,  0.13088998972E+000, -0.88131501822E+004,  0.69266713448E+000,  0.96406130264E+003,  0.10000000000E+000
"             A1113",  0.46280000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004013140E+006,  0.87030785085E+002,  0.17429945112E+000,  0.82570054888E+000,  0.51229412465E+000,  0.48770587535E+000,  0.99999397575E+000,  0.60242526262E-005,  0.86950161070E+000,  0.13049838930E+000, -0.88271194255E+004,  0.74309568248E+000,  0.96711594985E+003,  0.10000000000E+000
"             A1114",  0.50260000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004007507E+006,  0.82804515570E+002,  0.17469887703E+000,  0.82530112297E+000,  0.41457317001E+000,  0.58542682999E+000,  0.99999243890E+000,  0.75610950856E-005,  0.86992241590E+000,  0.13007758410E+000, -0.88421819818E+004,  0.78620882295E+000,  0.96987610463E+003,  0.10000000000E+000
"             A1115",  0.54310000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10004001629E+006,  0.78848412475E+002,  0.17512833897E+000,  0.82487166103E+000,  0.34094033325E+000,  0.65905966675E+000,  0.99999118370E+000,  0.88162953791E-005,  0.87037327740E+000,  0.12962672260E+000, -0.88583800281E+004,  0.82345759872E+000,  0.97238038621E+003,  0.10000000000E+000
"             A1116",  0.58460000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003995493E+006,  0.75133414062E+002,  0.17558826110E+000,  0.82441173890E+000,  0.28408103227E+000,  0.71591896773E+000,  0.99999015028E+000,  0.98497182449E-005,  0.87085430100E+000,  0.12914569900E+000, -0.88757302404E+004,  0.85594895038E+000,  0.97466009955E+003,  0.10000000000E+000
"             A1117",  0.62680000000E+001,  0.00000000000E+000, -0.22500000000E+001,                   1,  0.10003989095E+006,  0.71635786377E+002,  0.17607843325E+000,  0.82392156675E+000,  0.23931191011E+000,  0.76068808989E+000,  0.99998929341E+000,  0.10706587778E-004,  0.87136490497E+000,  0.12863509503E+000, -0.88942254381E+004,  0.88453693086E+000,  0.97674085907E+003,  0.10000000000E+000
